alpha	RSME	lambda	SE
0.9	2.10795419631	0.3	1.70452068914
0.9	1.36759340377	0.4	0.992222281779
0.9	0.998201849166	0.5	0.607935869307
0.9	0.763092323702	0.6	0.391232412673
0.9	0.596349734006	0.7	0.250286639372
0.9	0.502310120635	0.8	0.136410598586
0.9	0.527568707055	0.9	0.130277965832
0.9	1.13798069064	1.0	0.500434591519
0.95	28.1662589176	0.0	20.1778801815
0.95	13.4877248867	0.1	10.027921476
0.95	6.88255470863	0.2	5.3031306259
0.95	3.82737734512	0.3	2.99491266597
0.95	2.43915961413	0.4	1.79299068253
0.95	1.75281286558	0.5	1.13731133892
0.95	1.33575349674	0.6	0.759347930023
0.95	1.02426673473	0.7	0.513369208273
0.95	0.762888690092	0.8	0.316429942101
0.95	0.599905831391	0.9	0.123083604332
0.95	1.20837522413	1.0	0.530138398804
1.0	51.5580187878	0.0	32.3906863706
1.0	24.5395452485	0.1	16.2790685095
1.0	12.486904444	0.2	8.72054206178
1.0	6.91011972665	0.3	5.00225142493
1.0	4.34615564115	0.4	3.05209434532
1.0	3.04661130243	0.5	1.99560029276
1.0	2.31847360201	0.6	1.37265286556
1.0	1.80632469925	0.7	0.961949521471
1.0	1.36000771347	0.8	0.628538595754
1.0	0.833410188932	0.9	0.287763027133
1.0	1.0661236962	1.0	0.39966730538
