alpha	RSME	lambda	SE
0.0	0.235702260396	0.0	1.96261557335e-17
0.0	0.235702260396	0.1	1.96261557335e-17
0.0	0.235702260396	0.2	1.96261557335e-17
0.0	0.235702260396	0.3	1.96261557335e-17
0.0	0.235702260396	0.4	1.96261557335e-17
0.0	0.235702260396	0.5	1.96261557335e-17
0.0	0.235702260396	0.6	1.96261557335e-17
0.0	0.235702260396	0.7	1.96261557335e-17
0.0	0.235702260396	0.8	1.96261557335e-17
0.0	0.235702260396	0.9	1.96261557335e-17
0.0	0.235702260396	1.0	1.96261557335e-17
0.05	0.175298667513	0.0	0.00215557228431
0.05	0.172482312976	0.1	0.00226753615403
0.05	0.169625398582	0.2	0.00230017099619
0.05	0.166722801188	0.3	0.00226066911016
0.05	0.163767821432	0.4	0.00218462390519
0.05	0.160741766109	0.5	0.00214943899392
0.05	0.157602524282	0.6	0.002250745859
0.05	0.154288284353	0.7	0.00247890832327
0.05	0.150762346036	0.8	0.0025232332875
0.05	0.146777901975	0.9	0.00110684804739
0.05	0.151055128619	1.0	0.0059691013398
0.1	0.131665908894	0.0	0.00732875320644
0.1	0.128068318912	0.1	0.00798279223331
0.1	0.124708468527	0.2	0.00861005422457
0.1	0.121663137727	0.3	0.00926664335538
0.1	0.119000738003	0.4	0.0100508201979
0.1	0.116759815505	0.5	0.0111269068025
0.1	0.114923263051	0.6	0.0127416918936
0.1	0.113432423058	0.7	0.0151273180217
0.1	0.112399313361	0.8	0.0177136058111
0.1	0.111840078081	0.9	0.0152955412957
0.1	0.136367830581	1.0	0.0239990115153
0.15	0.102756024311	0.0	0.0140568594303
0.15	0.100096163566	0.1	0.0155655609824
0.15	0.0980682376538	0.2	0.0170495712329
0.15	0.0967822149724	0.3	0.0186392437899
0.15	0.09625095119	0.4	0.0205232629924
0.15	0.0963304019246	0.5	0.022977431155
0.15	0.0966813845511	0.6	0.0263567073622
0.15	0.0969650188318	0.7	0.0308100112421
0.15	0.0983966995621	0.8	0.0344869064364
0.15	0.106295411448	0.9	0.0286632684406
0.15	0.169038536847	1.0	0.0453958827066
0.2	0.0885175198068	0.0	0.0201212846641
0.2	0.0878273249077	0.1	0.0220361762757
0.2	0.0882716328615	0.2	0.0239342298232
0.2	0.0897065816837	0.3	0.0260099918721
0.2	0.0918418405646	0.4	0.0285313234461
0.2	0.0942079622075	0.5	0.0318071048508
0.2	0.0962048953994	0.6	0.0361469632701
0.2	0.0976316476195	0.7	0.0414981270324
0.2	0.10190147576	0.8	0.0450928980508
