alpha	RSME	lambda	SE
0.75	0.842178558379	0.5	nan
0.75	0.829020114592	0.6	nan
0.75	0.981246193312	0.7	nan
0.75	1.33669013402	0.8	nan
0.75	2.06184328073	0.9	nan
0.75	4.43892399281	1.0	nan
0.8	37.0314421687	0.0	nan
0.8	12.9459489162	0.1	nan
0.8	4.51015658981	0.2	nan
0.8	1.62315327103	0.3	nan
0.8	0.915731623605	0.4	nan
0.8	0.893184641192	0.5	nan
0.8	1.05226865709	0.6	nan
0.8	1.39579934801	0.7	nan
0.8	2.0006685943	0.8	nan
0.8	3.26289205712	0.9	nan
0.8	7.54637987324	1.0	nan
0.85	84.828095861	0.0	nan
0.85	30.8845290532	0.1	nan
0.85	11.3884171887	0.2	nan
0.85	4.045197421	0.3	nan
0.85	1.24023814562	0.4	nan
0.85	0.683077590529	0.5	nan
0.85	1.25483213092	0.6	nan
0.85	1.99161067649	0.7	nan
0.85	3.05003957047	0.8	nan
0.85	5.21020372817	0.9	nan
0.85	12.3395384634	1.0	nan
0.9	182.663547092	0.0	nan
0.9	68.9178603691	0.1	nan
0.9	26.8286451784	0.2	nan
0.9	10.4401562403	0.3	nan
0.9	3.66864018064	0.4	nan
0.9	0.602769711288	0.5	nan
0.9	1.31378020546	0.6	nan
0.9	2.81203641786	0.7	nan
0.9	4.69046492629	0.8	nan
0.9	8.32684425882	0.9	nan
0.9	19.5398714831	1.0	nan
0.95	371.616689301	0.0	nan
0.95	144.485876918	0.1	nan
0.95	58.6271704178	0.2	nan
0.95	24.3673965791	0.3	nan
0.95	9.80969868161	0.4	nan
0.95	2.99980183101	0.5	nan
0.95	1.00814920479	0.6	nan
0.95	3.89536826182	0.7	nan
0.95	7.28424149268	0.8	nan
0.95	13.3905935802	0.9	nan
0.95	30.4238451177	1.0	nan
1.0	718.5257051	0.0	nan
1.0	286.524384161	0.1	nan
1.0	120.046107884	0.2	nan
1.0	52.1783440954	0.3	nan
1.0	22.6703001857	0.4	nan
1.0	8.6111315093	0.5	nan
1.0	1.22733706377	0.6	nan
1.0	5.31543473503	0.7	nan
1.0	11.5163374686	0.8	nan
1.0	21.8549412894	0.9	nan
1.0	47.348061089	1.0	nan
