alpha	RSME	lambda	SE
0.75	0.630007301721	0.6	nan
0.75	0.642964123658	0.7	nan
0.75	0.676677308236	0.8	nan
0.75	0.752478476887	0.9	nan
0.75	1.01167001902	1.0	nan
0.8	1.91807987006	0.0	nan
0.8	0.452190225852	0.1	nan
0.8	0.859200618405	0.2	nan
0.8	0.933449099747	0.3	nan
0.8	0.880499578129	0.4	nan
0.8	0.816055666449	0.5	nan
0.8	0.776197371347	0.6	nan
0.8	0.763621594187	0.7	nan
0.8	0.773259643644	0.8	nan
0.8	0.823403893578	0.9	nan
0.8	1.07104024209	1.0	nan
0.85	4.110990038	0.0	nan
0.85	0.568210803714	0.1	nan
0.85	0.991207012417	0.2	nan
0.85	1.20051345671	0.3	nan
0.85	1.15135484201	0.4	nan
0.85	1.05141851614	0.5	nan
0.85	0.971015656591	0.6	nan
0.85	0.92229770323	0.7	nan
0.85	0.898712883012	0.8	nan
0.85	0.913829116669	0.9	nan
0.85	1.14664504587	1.0	nan
0.9	7.94796411016	0.0	nan
0.9	1.39030504879	0.1	nan
0.9	1.08610321896	0.2	nan
0.9	1.52824038473	0.3	nan
0.9	1.50726972093	0.4	nan
0.9	1.3667553035	0.5	nan
0.9	1.23248265409	0.6	nan
0.9	1.13388231934	0.7	nan
0.9	1.06514080776	0.8	nan
0.9	1.0338768295	0.9	nan
0.9	1.25079656069	1.0	nan
0.95	14.2155555633	0.0	nan
0.95	3.08708429277	0.1	nan
0.95	1.18804001557	0.2	nan
0.95	1.93740680476	0.3	nan
0.95	1.97665724468	0.4	nan
0.95	1.78981553827	0.5	nan
0.95	1.58476255044	0.6	nan
0.95	1.41843571377	0.7	nan
0.95	1.28903210437	0.8	nan
0.95	1.19759682092	0.9	nan
0.95	1.39826454568	1.0	nan
1.0	23.9030449013	0.0	nan
1.0	5.93522795263	0.1	nan
1.0	1.55276320812	0.2	nan
1.0	2.48402872092	0.3	nan
1.0	2.60601997111	0.4	nan
1.0	2.3601022857	0.5	nan
1.0	2.0602890093	0.6	nan
1.0	1.80212556812	0.7	nan
1.0	1.59146176502	0.8	nan
1.0	1.42238736595	0.9	nan
1.0	1.6038148965	1.0	nan
