lambda	RSME	SE
0.0	0.122907555431	0.00704899753442
0.1	0.122323706872	0.00695285388138
0.2	0.121846981718	0.00686443431802
0.3	0.121424606799	0.00678351272484
0.4	0.121137561656	0.00669728835121
0.5	0.121213117678	0.00663423247618
0.6	0.121741006831	0.00659164767466
0.7	0.12333169286	0.00659974011631
0.8	0.127672685533	0.00665217909419
0.9	0.138546842685	0.00681220470485
1.0	0.168220133459	0.00743700041111
