alpha	RSME	lambda	SE
0.55	0.682211399928	0.3	0.143355582328
0.6	1.26035251894	0.3	0.325491323688
0.0	0.235702260396	0.4	0.0
0.05	0.162810581834	0.4	0.000500059349813
0.1	0.117555681014	0.4	0.00181153413587
0.15	0.0948741700671	0.4	0.00344923135865
0.2	0.0910324925852	0.4	0.00478058566926
0.25	0.101871918296	0.4	0.0055525157354
0.3	0.12059726631	0.4	0.00626009842327
0.35	0.14559948356	0.4	0.00739257629885
0.4	0.180981291806	0.4	0.0101019327795
0.45	0.237569009489	0.4	0.0177238406417
0.5	0.336791709273	0.4	0.0374915290307
0.55	0.520129143391	0.4	0.0833523215477
0.6	0.865837656695	0.4	0.180984172731
0.0	0.235702260396	0.5	0.0
0.05	0.159337185923	0.5	0.000624182257776
0.1	0.114828822019	0.5	0.00218924550836
0.15	0.0953730229834	0.5	0.00399423788479
0.2	0.0960143424998	0.5	0.00529382775291
0.25	0.109934399988	0.5	0.00606035205706
0.3	0.130105647165	0.5	0.00676230639336
0.35	0.154946301778	0.5	0.00780293751947
0.4	0.187198350361	0.5	0.00988395896949
0.45	0.23451500858	0.5	0.014855473104
0.5	0.311310295033	0.5	0.0269691639035
0.55	0.443688511637	0.5	0.0541311715574
0.6	0.68310227031	0.5	0.110160415611
0.0	0.235702260396	0.6	0.0
0.05	0.155840621163	0.6	0.000820007199458
0.1	0.113138368168	0.6	0.00271114939301
0.15	0.0983655895883	0.6	0.00465402858041
0.2	0.104387576187	0.6	0.0059198773755
0.25	0.121720030598	0.6	0.00670928367446
0.3	0.143939644643	0.6	0.00744355709714
0.35	0.169803883627	0.6	0.00849712089454
0.4	0.201276465588	0.6	0.0104126118249
0.45	0.2441887284	0.6	0.0143377196243
0.5	0.309464197277	0.6	0.0229319874483
0.55	0.416713192125	0.6	0.0409251115672
0.6	0.600980440271	0.6	0.0764083858823
0.0	0.235702260396	0.7	0.0
0.05	0.152611675753	0.7	0.00114434512653
0.1	0.113500273837	0.7	0.003451929094
0.15	0.105480072436	0.7	0.00548967071066
0.2	0.117782259683	0.7	0.00674464690761
0.25	0.139384270705	0.7	0.00755575824909
0.3	0.164659037832	0.7	0.00838394969098
0.35	0.193146456198	0.7	0.00955377712375
0.4	0.226439976382	0.7	0.0115683638656
0.45	0.269400333814	0.7	0.0152609484341
0.5	0.333206093155	0.7	0.0222829859398
0.55	0.430902194194	0.7	0.0366976662438
0.6	0.587327832513	0.7	0.0642948800932
0.0	0.235702260396	0.8	0.0
0.05	0.150465598933	0.8	0.00172913335783
0.1	0.118242781758	0.8	0.00455379485329
0.15	0.120017639113	0.8	0.00665041365329
0.2	0.140691040402	0.8	0.00783872645139
0.25	0.168429919749	0.8	0.00870506614998
0.3	0.19935838438	0.8	0.00967804013646
0.35	0.233624930241	0.8	0.0111405129925
0.4	0.273008990197	0.8	0.0136490896277
0.45	0.324308678194	0.8	0.0175667086118
0.5	0.395919421814	0.8	0.0248060628651
0.55	0.499831882886	0.8	0.0393822553219
0.6	0.656466627008	0.8	0.0675173601014
0.0	0.235702260396	0.9	0.0
0.05	0.152239620343	0.9	0.00292080752712
0.1	0.13478108961	0.9	0.00631308191268
0.15	0.153675968331	0.9	0.00829479792993
0.2	0.188222310985	0.9	0.00938906531977
0.25	0.22803725139	0.9	0.0103912398024
0.3	0.270267063473	0.9	0.0120407400444
0.35	0.316629978782	0.9	0.0148063884423
0.4	0.373353680922	0.9	0.0187902206518
0.45	0.446239849905	0.9	0.0251753819355
0.5	0.544542592862	0.9	0.0362077958406
0.55	0.685594270792	0.9	0.0559108147498
0.6	0.900793991044	0.9	0.0918245352931
0.0	0.235702260396	1.0	0.0
0.05	0.17828610177	1.0	0.00579934540463
0.1	0.209918470791	1.0	0.0109305329618
0.15	0.266014034012	1.0	0.0153772230689
0.2	0.33011644226	1.0	0.0201347073084
0.25	0.402387510333	1.0	0.0266889039384
0.3	0.489519611897	1.0	0.0362862772626
0.35	0.59817100696	1.0	0.0507958243443
0.4	0.734719153427	1.0	0.0736418985471
0.45	0.9170562446	1.0	0.110129237395
0.5	1.18484145289	1.0	0.168427870184
0.55	1.60951843249	1.0	0.262916701492
0.6	2.33119647404	1.0	0.421650992622
