alpha	RSME	lambda	SE
0.0	0.235702260396	0.0	1.96754058881e-18
0.05	0.174697222116	0.0	0.000166558253539
0.1	0.130072974691	0.0	0.000615220053128
0.15	0.101056831788	0.0	0.00130428443652
0.2	0.0876688464429	0.0	0.00211507215309
0.25	0.0902583719892	0.0	0.00298336343034
0.3	0.112216877725	0.0	0.0053941377686
0.35	0.165562537824	0.0	0.0159140519073
0.4	0.28387584878	0.0	0.0450916628627
0.45	0.548363239679	0.0	0.114135138057
0.5	1.14247941773	0.0	0.283865058214
0.55	2.61109180784	0.0	0.718583370205
0.6	6.09535477637	0.0	1.78271328862
0.0	0.235702260396	0.1	1.96754058881e-18
0.05	0.171792454285	0.1	0.000187178144085
0.1	0.126221315678	0.1	0.000693290690837
0.15	0.0976801981955	0.1	0.00143887244962
0.2	0.0854861163692	0.1	0.00225019178478
0.25	0.0882950100591	0.1	0.00297894791833
0.3	0.105072947941	0.1	0.00395140618988
0.35	0.138880420806	0.1	0.00819767848317
0.4	0.203650411271	0.1	0.0215522735617
0.45	0.331480739603	0.1	0.0517482869657
0.5	0.579057113329	0.1	0.114430901129
0.55	1.06001494678	0.1	0.247029815965
0.6	2.22418556205	0.1	0.530240207687
0.0	0.235702260396	0.2	1.96754058881e-18
0.05	0.168740002713	0.2	0.000214131929432
0.1	0.122403422364	0.2	0.000792225804796
