alpha	RSME	lambda	SE
0.25	0.136976189807	0.7	0.00671909270546
0.3	0.159149612376	0.7	0.0077764591152
0.35	0.183913374275	0.7	0.00911734770244
0.4	0.212659805726	0.7	0.0111617102341
0.45	0.247160084469	0.7	0.0147757545761
0.5	0.291161300951	0.7	0.020985046891
0.55	0.354814284953	0.7	0.0308819199888
0.6	0.456208454876	0.7	0.0473181028613
0.0	0.235702260396	0.8	0.0
0.05	0.150017226631	0.8	0.00164402222084
0.1	0.117856273772	0.8	0.00397980200097
0.15	0.120362297497	0.8	0.00565961231769
0.2	0.140122592919	0.8	0.00664746941179
0.25	0.165207226378	0.8	0.00757420699898
0.3	0.192109237249	0.8	0.00880425013131
0.35	0.221452607519	0.8	0.0105095114224
0.4	0.255116267843	0.8	0.0130606332944
0.45	0.294970059203	0.8	0.0172936400512
0.5	0.344381001288	0.8	0.0241699399288
0.55	0.41297769716	0.8	0.0345991105208
0.6	0.523623275753	0.8	0.0511444209963
0.0	0.235702260396	0.9	0.0
0.05	0.152520693915	0.9	0.00281145368592
0.1	0.135031745409	0.9	0.00557999163704
0.15	0.152767743378	0.9	0.00705053835565
0.2	0.183958444604	0.9	0.00796410714168
0.25	0.219320281713	0.9	0.0090587921574
0.3	0.257075167174	0.9	0.0107839495657
0.35	0.298374699915	0.9	0.0135190556411
0.4	0.345091916829	0.9	0.0179279207295
0.45	0.39939377545	0.9	0.0249024938507
0.5	0.465457049921	0.9	0.0352920391661
0.55	0.555928506715	0.9	0.0502159372907
0.6	0.701086433036	0.9	0.0744382173237
0.0	0.235702260396	1.0	0.0
0.05	0.174768344781	1.0	0.00548681375313
0.1	0.195089064716	1.0	0.00877178534822
0.15	0.243696532869	1.0	0.0114934981947
0.2	0.303058315819	1.0	0.0151787847219
0.25	0.369309782129	1.0	0.0203545184397
0.3	0.441006099847	1.0	0.0273401655777
0.35	0.51878959986	1.0	0.0367228543647
0.4	0.612356113536	1.0	0.0488861584198
0.45	0.734200425509	1.0	0.0654425799105
0.5	0.901739916334	1.0	0.0894929204194
0.55	1.15937890762	1.0	0.125368360198
0.6	1.57695890426	1.0	0.185144399662
